;Number of Data;Title;Authors;Source;Year;T (K);p (kPa);xC2H6;xC3H8;xCO2;xCH4;xN2;xC4H10;xH2S;C2H6;C3H8;H2O in Aqueous Liquid;Nonpolar Liquid;H2O in Hydrate;Vapor;H2O in Hydrate sII;H2O in Hydrate sI;CO2;C4H10;Ice;N2;CH4;H2S
101;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;276.82;938.0;0.0;0.18600000000000003;0.0;0.0;0.0;0.0;0.0;1;1;1;0;1;1;0;0;0;0;0;0;0;0
102;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;278.93;1207.0;0.0;0.18600000000000003;0.0;0.0;0.0;0.0;0.0;1;1;1;0;1;1;0;0;0;0;0;0;0;0
103;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;279.54;1303.0;0.0;0.18600000000000003;0.0;0.0;0.0;0.0;0.0;1;1;1;0;1;1;0;0;0;0;0;0;0;0
104;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;275.65;745.0;0.0;0.15;0.0;0.0;0.0;0.0;0.0;1;1;1;0;1;1;0;0;0;0;0;0;0;0
105;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;277.21;903.0;0.0;0.15;0.0;0.0;0.0;0.0;0.0;1;1;1;0;1;1;0;0;0;0;0;0;0;0
106;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;280.6;1365.0;0.0;0.15;0.0;0.0;0.0;0.0;0.0;1;1;1;0;1;1;0;0;0;0;0;0;0;0
107;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;280.65;1393.0;0.0;0.15;0.0;0.0;0.0;0.0;0.0;1;1;1;0;1;1;0;0;0;0;0;0;0;0
108;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;279.65;1186.0;0.0;0.14300000000000002;0.0;0.0;0.0;0.0;0.0;1;1;1;0;1;1;0;0;0;0;0;0;0;0
109;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;280.21;1303.0;0.0;0.14300000000000002;0.0;0.0;0.0;0.0;0.0;1;1;1;0;1;1;0;0;0;0;0;0;0;0
110;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;282.09;1669.0;0.0;0.14300000000000002;0.0;0.0;0.0;0.0;0.0;1;1;1;0;1;1;0;0;0;0;0;0;0;0
111;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;283.21;2027.0;0.0;0.14300000000000002;0.0;0.0;0.0;0.0;0.0;1;1;1;0;1;1;0;0;0;0;0;0;0;0
112;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;278.82;951.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;0;1;1;0;0;0;0;0;0;0;0
113;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;280.21;1138.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;0;1;1;0;0;0;0;0;0;0;0
114;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;281.98;1448.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;0;1;1;0;0;0;0;0;0;0;0
115;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;281.07;1282.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;0;1;1;0;0;0;0;0;0;0;0
116;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;285.98;2510.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;0;1;1;0;0;0;0;0;0;0;0
117;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;286.48;2599.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;0;1;1;0;0;0;0;0;0;0;0
118;Dataset 172;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;288.15;3365.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;0;1;1;0;0;0;0;0;0;0;0
119;Dataset 173;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;278.04;1441.0;0.0;0.168;0.0;0.0;0.0;0.0;0.0;1;1;1;1;1;0;0;0;0;0;0;0;0;0
120;Dataset 173;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;278.21;1551.0;0.0;0.168;0.0;0.0;0.0;0.0;0.0;1;1;1;1;1;0;0;0;0;0;0;0;0;0
121;Dataset 173;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;278.32;2565.0;0.0;0.168;0.0;0.0;0.0;0.0;0.0;1;1;1;1;1;0;0;0;0;0;0;0;0;0
122;Dataset 173;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;278.54;2792.0;0.0;0.168;0.0;0.0;0.0;0.0;0.0;1;1;1;1;1;0;0;0;0;0;0;0;0;0
123;Dataset 173;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;279.93;2303.0;0.0;0.435;0.0;0.0;0.0;0.0;0.0;1;1;1;1;1;0;0;0;0;0;0;0;0;0
124;Dataset 173;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;280.21;5178.0;0.0;0.435;0.0;0.0;0.0;0.0;0.0;1;1;1;1;1;0;0;0;0;0;0;0;0;0
125;Dataset 173;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;280.59;6550.0;0.0;0.435;0.0;0.0;0.0;0.0;0.0;1;1;1;1;1;0;0;0;0;0;0;0;0;0
126;Dataset 173;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;284.32;2903.0;0.0;0.6890000000000001;0.0;0.0;0.0;0.0;0.0;1;1;1;1;1;0;0;0;0;0;0;0;0;0
127;Dataset 173;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;284.37;5585.0;0.0;0.6890000000000001;0.0;0.0;0.0;0.0;0.0;1;1;1;1;1;0;0;0;0;0;0;0;0;0
128;Dataset 173;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;284.48;7281.0;0.0;0.6890000000000001;0.0;0.0;0.0;0.0;0.0;1;1;1;1;1;0;0;0;0;0;0;0;0;0
137;Dataset 536;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.88;1.39;0.299;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;1;0;0;0;0;0;0;0;0;0
138;Dataset 536;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.89;1.74;0.299;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;1;0;0;0;0;0;0;0;0;0
139;Dataset 536;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.89;2.14;0.299;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;1;0;0;0;0;0;0;0;0;0
140;Dataset 536;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.91;2.54;0.299;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;1;0;0;0;0;0;0;0;0;0
141;Dataset 536;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.91;1.19;0.299;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;1;0;0;0;0;0;0;0;0;0
142;Dataset 536;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.92;2.34;0.299;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;1;0;0;0;0;0;0;0;0;0
143;Dataset 536;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.92;1.59;0.299;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;1;0;0;0;0;0;0;0;0;0
144;Dataset 536;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.92;1.14;0.299;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;1;0;0;0;0;0;0;0;0;0
145;Dataset 536;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.96;1.94;0.299;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;1;0;0;0;0;0;0;0;0;0
146;Dataset 537;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.03;0.54;0.299;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;0;1;1;0;0;0;0;0;0;0;0
147;Dataset 537;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.43;0.58;0.299;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;0;1;1;0;0;0;0;0;0;0;0
148;Dataset 537;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.78;0.63;0.299;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;0;1;1;0;0;0;0;0;0;0;0
149;Dataset 537;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.99;0.66;0.299;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;0;1;1;0;0;0;0;0;0;0;0
150;Dataset 537;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;278.17;0.67;0.299;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;0;1;1;0;0;0;0;0;0;0;0
151;Dataset 538;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.21;1.09;0.299;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;1;0;0;0;0;0;0;0;0
152;Dataset 538;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.62;1.1;0.299;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;1;0;0;0;0;0;0;0;0
153;Dataset 538;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.9;1.1;0.299;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;1;0;0;0;0;0;0;0;0
154;Dataset 538;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;278.17;1.11;0.299;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;1;0;0;0;0;0;0;0;0
155;Dataset 538;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;278.46;1.12;0.299;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;1;0;0;0;0;0;0;0;0
156;Dataset 538;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;278.74;1.13;0.299;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;1;0;0;0;0;0;0;0;0
157;Dataset 538;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;279.25;1.14;0.299;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;1;0;0;0;0;0;0;0;0
158;Dataset 538;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;279.71;1.16;0.299;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;1;0;0;0;0;0;0;0;0
159;Dataset 538;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;280.21;1.17;0.299;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;1;0;0;0;0;0;0;0;0
160;Dataset 538;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;280.71;1.19;0.299;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;1;0;0;0;0;0;0;0;0
161;Dataset 538;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;281.23;1.2;0.299;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;1;0;0;0;0;0;0;0;0
162;Dataset 538;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;281.68;1.22;0.299;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;1;0;0;0;0;0;0;0;0
163;Dataset 538;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;282.24;1.22;0.299;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;1;0;0;0;0;0;0;0;0
177;Dataset 541;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.06;0.81;0.501;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;0;0;1;1;0;0;0;0;0;0;0
178;Dataset 541;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.9;0.81;0.501;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;0;0;1;1;0;0;0;0;0;0;0
179;Dataset 541;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.96;0.86;0.501;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;0;0;1;1;0;0;0;0;0;0;0
180;Dataset 541;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;278.03;0.86;0.501;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;0;0;1;1;0;0;0;0;0;0;0
181;Dataset 541;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;278.12;0.96;0.501;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;0;0;1;1;0;0;0;0;0;0;0
182;Dataset 541;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;278.18;0.91;0.501;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;0;0;1;1;0;0;0;0;0;0;0
189;Dataset 544;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;281.64;1.9;0.501;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;0;0;1;0;0;0;0;0;0
190;Dataset 544;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;281.68;2.4;0.501;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;0;0;1;0;0;0;0;0;0
191;Dataset 544;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;281.71;2.9;0.501;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;0;0;1;0;0;0;0;0;0
192;Dataset 544;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;281.92;3.4;0.501;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;0;0;1;0;0;0;0;0;0
193;Dataset 544;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;281.94;3.9;0.501;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;0;0;1;0;0;0;0;0;0
194;Dataset 544;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;282.07;3.9;0.501;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;0;0;1;0;0;0;0;0;0
195;Dataset 544;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;282.18;4.4;0.501;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;0;0;1;0;0;0;0;0;0
196;Dataset 544;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;282.27;4.9;0.501;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;0;0;1;0;0;0;0;0;0
197;Dataset 544;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;282.3;5.4;0.501;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;0;0;1;0;0;0;0;0;0
198;Dataset 544;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;282.44;5.9;0.501;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;0;0;1;0;0;0;0;0;0
199;Dataset 544;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;282.47;6.9;0.501;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;0;0;1;0;0;0;0;0;0
200;Dataset 544;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;282.52;6.4;0.501;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;0;0;1;0;0;0;0;0;0
201;Dataset 544;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;282.73;7.4;0.501;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;0;0;1;0;0;0;0;0;0
202;Dataset 544;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;282.77;7.9;0.501;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;0;0;1;0;0;0;0;0;0
203;Dataset 544;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;283.05;8.4;0.501;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;0;0;1;0;0;0;0;0;0
204;Dataset 544;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;283.16;9.4;0.501;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;0;0;1;0;0;0;0;0;0
205;Dataset 544;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;283.17;8.4;0.501;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;0;0;1;0;0;0;0;0;0
206;Dataset 544;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;283.41;8.9;0.501;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;0;0;1;0;0;0;0;0;0
207;Dataset 544;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;283.47;9.9;0.501;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;0;0;1;0;0;0;0;0;0
208;Dataset 544;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;283.91;11.4;0.501;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;0;0;1;0;0;0;0;0;0
209;Dataset 544;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;283.98;10.4;0.501;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;0;0;1;0;0;0;0;0;0
210;Dataset 544;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;284.22;11.9;0.501;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;0;0;0;1;0;0;0;0;0;0
